id	rate
01001	
01003	
01007	
01009	
01013	
01015	
01017	
01019	
01021	
01025	
01027	
01029	
01031	
01037	
01039	
01043	
01045	
01047	
01049	
01051	
01053	
01055	
01059	
01061	
01063	
01065	
01067	
01069	
01073	
01077	
01079	
01081	
01083	
01085	
01089	
01091	
01093	
01095	
01097	
01099	
01101	
01103	
01109	
01113	
01117	
01115	
01121	
01123	
01125	
01127	
01129	
01131	
04003	
04005	
04009	
04011	
04012	
04013	
04017	
04019	
04021	
04025	
04027	
05007	
05001	
05003	
05005	
05009	
05011	
05013	
05015	
05017	
05019	
05021	
05023	
05025	
05027	
05029	
05031	
05033	
05035	
05037	
05039	
05043	
05045	
05047	
05049	
05051	
05053	
05055	
05057	
05059	
05061	
05063	
05065	
05067	
05069	
05071	
05075	
05077	
05079	
05081	
05083	
05085	
05087	
05089	
05091	
05093	
05095	
05101	
05103	
05105	
05109	
05111	
05113	
05115	
05117	
05119	
05121	
05125	
05127	
05129	
05131	
05133	
05123	
05137	
05139	
05141	
05143	
05145	
05147	
05149	
06001	
06003	
06005	
06007	
06009	
06011	
06013	
06015	
06017	
06019	
06021	
06023	
06025	
06027	
06029	
06031	
06033	
06035	
06037	
06039	
06041	
06043	
06045	
06047	
06049	
06051	
06053	
06055	
06057	
06059	
06061	
06063	
06065	
06067	
06069	
06071	
06073	
06077	
06079	
06081	
06083	
06085	
06087	
06089	
06091	
06093	
06095	
06097	
06099	
06101	
06103	
06105	
06107	
06109	
06111	
06113	
06115	
08001	
08003	
08005	
08007	
08009	
08011	
08013	
08015	
08017	
08019	
08021	
08025	
08027	
08029	
08033	
08035	
08037	
08041	
08043	
08045	
08047	
08051	
08053	
08057	
08059	
08063	
08067	
08065	
08069	
08073	
08075	
08077	
08081	
08083	
08085	
08087	
08089	
08093	
08095	
08097	
08099	
08101	
08103	
08105	
08107	
08109	
08111	
08113	
08117	
08119	
08121	
08123	
10003	
12001	
12003	
12005	
12007	
12009	
12011	
12013	
12015	
12017	
12019	
12021	
12023	
12027	
12029	
12033	
12035	
12037	
12039	
12043	
12045	
12047	
12049	
12051	
12053	
12055	
12057	
12059	
12061	
12063	
12065	
12067	
12069	
12071	
12073	
12075	
12077	
12079	
12081	
12083	
12085	
12086	
12087	
12089	
12091	
12093	
12095	
12097	
12099	
12101	
12103	
12105	
12107	
12113	
12115	
12117	
12109	
12111	
12119	
12121	
12123	
12125	
12127	
12129	
12131	
12133	
13245	66
13009	3
13011	5
13015	27
13017	1
13019	5
13021	53
13023	0
13025	7
13027	0
13029	5
13031	3
13033	0
13035	2
13037	0
13039	0
13045	19
13047	5
13049	0
13055	2
13057	25
13059	0
13061	0
13063	0
13063	162
13065	0
13067	5
13067	88
13069	7
13073	9
13075	1
13077	16
13079	2
13081	0
13085	6
13087	4
13089	0
13089	138
13091	1
13093	0
13095	0
13095	3
13097	13
13099	1
13101	1
13103	6
13105	1
13107	0
13109	0
13111	0
13113	4
13115	1
13115	17
13119	2
13121	2
13121	52
13123	7
13125	0
13127	0
13127	10
13129	6
13131	1
13133	0
13135	152
13137	9
13139	22
13141	0
13143	1
13145	1
13147	3
13149	0
13151	0
13151	39
13153	9
13155	0
13157	6
13159	0
13161	2
13163	3
13169	1
13171	1
13173	3
13175	5
13177	4
13179	1
13181	2
13183	1
13185	3
13187	7
13195	7
13197	0
13189	4
13191	4
13199	2
13201	0
13205	2
13207	1
13217	14
13219	0
13221	4
13223	10
13225	4
13227	5
13229	5
13231	1
13233	0
13233	4
13237	1
13239	0
13241	0
13243	0
13247	15
13249	1
13251	1
13253	0
13255	13
13257	7
13259	0
13261	6
13263	0
13265	0
13267	4
13269	0
13273	0
13275	7
13277	4
13281	0
13283	0
13285	10
13287	1
13291	4
13293	3
13297	8
13299	4
13301	1
13303	0
13305	6
13307	0
13311	2
13313	27
13315	1
13317	2
13319	0
13321	4
15009	
15001	
15007	
16001	
16003	
16005	
16007	
16009	
16011	
16013	
16015	
16017	
16019	
16021	
16023	
16025	
16027	
16029	
16031	
16033	
16035	
16037	
16039	
16041	
16043	
16045	
16047	
16049	
16051	
16053	
16055	
16057	
16059	
16061	
16063	
16065	
16067	
16069	
16071	
16073	
16075	
16077	
16079	
16081	
16083	
16085	
16087	
17003	
17001	
17005	
17007	
17009	
17011	
17015	
17017	
17019	
17023	
17025	
17027	
17029	
17031	
17033	
17035	
17037	
17039	
17041	
17043	
17049	
17051	
17053	
17055	
17057	
17059	
17061	
17063	
17065	
17067	
17069	
17073	
17075	
17077	
17081	
17083	
17085	
17087	
17089	
17091	
17093	
17095	
17099	
17097	
17103	
17105	
17107	
17115	
17117	
17119	
17121	
17123	
17125	
17127	
17109	
17111	
17113	
17129	
17131	
17133	
17135	
17137	
17141	
17143	
17145	
17147	
17149	
17155	
17157	
17159	
17161	
17167	
17169	
17171	
17163	
17175	
17177	
17179	
17181	
17183	
17185	
17187	
17189	
17193	
17195	
17197	
17199	
17201	
17203	
18003	20
18005	6
18009	0
18013	1
18019	7
18023	6
18025	1
18027	
18033	
18035	2
18043	3
18047	0
18051	3
18053	5
18055	
18067	4
18069	
18071	
18075	1
18079	3
18083	
18085	7
18091	5
18087	
18089	
18093	5
18095	
18103	2
18113	1
18145	
18141	
18151	
18153	0
18157	8
18163	
18169	0
18177	
18179	
18181	
19013	
19001	
19003	
19005	
19007	
19009	
19015	
19017	
19019	
19021	
19023	
19025	
19027	
19029	
19031	
19033	
19035	
19037	
19039	
19041	
19043	
19045	
19047	
19049	
19055	
19059	
19061	
19063	
19065	
19067	
19071	
19075	
19077	
19081	
19083	
19085	
19087	
19089	
19091	
19093	
19095	
19097	
19099	
19101	
19103	
19107	
19109	
19111	
19113	
19115	
19117	
19119	
19121	
19123	
19127	
19129	
19131	
19135	
19139	
19141	
19143	
19145	
19147	
19149	
19151	
19153	
19155	
19159	
19161	
19163	
19167	
19169	
19171	
19173	
19175	
19177	
19179	
19181	
19183	
19185	
19187	
19191	
19193	
19195	
19197	
20015	
20001	
20003	
20007	
20011	
20013	
20019	
20021	
20027	
20029	
20031	
20035	
20037	
20041	
20043	
20047	
20051	
20053	
20055	
20057	
20059	
20061	
20063	
20067	
20069	
20073	
20075	
20077	
20079	
20081	
20085	
20087	
20091	
20095	
20097	
20099	
20103	
20107	
20109	
20111	
20115	
20117	
20121	
20125	
20127	
20129	
20131	
20133	
20135	
20137	
20139	
20141	
20143	
20145	
20147	
20149	
20151	
20153	
20157	
20159	
20161	
20163	
20165	
20167	
20169	
20171	
20173	
20177	
20181	
20183	
20191	
20193	
20195	
20197	
20201	
20203	
20205	
20207	
20209	
21003	
21015	
21017	
21019	
21023	
21029	
21031	
21037	
21037	
21047	
21049	
21059	
21061	
21067	
21077	
21081	
21089	
21091	
21093	
21101	
21103	
21111	
21113	
21117	
21117	
21123	
21149	
21163	
21185	
21185	
21191	
21209	
21211	
21215	
21221	
21223	
21227	
21239	
21001	
21005	
21007	
21009	
21011	
21013	
21021	
21025	
21027	
21033	
21035	
21039	
21041	
21043	
21051	
21053	
21055	
21057	
21063	
21065	
21069	
21071	
21073	
21075	
21079	
21083	
21085	
21087	
21095	
21097	
21099	
21107	
21109	
21115	
21119	
21121	
21125	
21127	
21131	
21133	
21135	
21137	
21139	
21141	
21143	
21151	
21153	
21155	
21157	
21159	
21161	
21145	
21147	
21165	
21167	
21169	
21171	
21173	
21175	
21177	
21177	
21179	
21181	
21183	
21187	
21189	
21193	
21195	
21197	
21199	
21201	
21203	
21205	
21207	
21213	
21217	
21219	
21225	
21229	
21231	
21233	
21235	
21237	
22001	
22005	
22015	
22017	
22019	
22023	
22031	
22033	
22037	
22043	
22045	
22047	
22051	
22055	
22057	
22063	
22073	
22075	
22077	
22079	
22087	
22089	
22095	
22099	
22103	
22105	
22109	
22111	
22113	
22119	
22121	
22125	
22003	
22007	
22009	
22011	
22013	
22021	
22029	
22039	
22041	
22049	
22059	
22061	
22065	
22069	
22081	
22083	
22085	
22097	
22101	
22107	
22115	
22117	
22123	
22127	
23001	
23005	
23019	
23023	
23031	
23003	
23007	
23009	
23011	
23013	
23015	
23017	
23021	
23025	
23027	
23029	
24001	
24003	
24003	
24510	
24510	
24009	
24013	
24015	
24017	
24021	
24025	
24027	
24027	
24031	
24031	
24033	
24035	
24039	
24037	
24043	
24045	
24047	
24011	
24019	
24023	
24029	
24041	
26015	
26017	
26021	
26025	
26027	
26037	
26045	
26049	
26065	
26075	
26077	
26081	
26087	
26093	
26099	
26111	
26115	
26117	
26121	
26125	
26139	
26145	
26147	
26159	
26161	
26163	
